iterations;genome;fitness
27;17;0.5960317483438954
27;18;0.5960317483438954
27;19;0.5884559907681378
27;20;0.35057616327095736
27;21;0.5960317483438954
27;22;0.5960317483438954
27;23;0.4311621620476006
27;24;0.5960317483438954
27;25;0.5960317483438954
28;1;0.25293343480382124
28;2;0.257695339565726
28;3;0.257695339565726
28;4;0.2631898450602315
28;5;0.2631898450602315
28;6;0.42207125295669146
28;7;0.35698641968121375
28;8;0.5960317483438954
28;9;0.34508165777645183
28;10;0.5960317483438954
28;11;0.35698641968121375
28;12;0.5960317483438954
28;13;0.5960317483438954
28;14;0.5960317483438954
28;15;0.5960317483438954
28;16;0.5960317483438954
28;17;0.5960317483438954
28;18;0.5960317483438954
28;19;0.5960317483438954
28;20;0.5960317483438954
28;21;0.5960317483438954
28;22;0.5960317483438954
28;23;0.5960317483438954
28;24;0.35057616327095736
28;25;0.5960317483438954
29;1;0.25293343480382124
29;2;0.257695339565726
29;3;0.257695339565726
29;4;0.2631898450602315
29;5;0.2631898450602315
29;6;0.5960317483438954
29;7;0.5960317483438954
29;8;0.5960317483438954
29;9;0.5960317483438954
29;10;0.5960317483438954
29;11;0.4311621620476006
29;12;0.5960317483438954
29;13;0.5960317483438954
29;14;0.5960317483438954
29;15;0.5960317483438954
29;16;0.5884559907681378
29;17;0.5960317483438954
29;18;0.35698641968121375
29;19;0.42207125295669146
29;20;0.5960317483438954
29;21;0.5884559907681378
29;22;0.5960317483438954
29;23;0.5960317483438954
29;24;0.5960317483438954
29;25;0.5960317483438954
30;1;0.25293343480382124
30;2;0.257695339565726
30;3;0.257695339565726
30;4;0.2631898450602315
30;5;0.2631898450602315
30;6;0.5960317483438954
30;7;0.5960317483438954
30;8;0.5960317483438954
30;9;0.5960317483438954
30;10;0.5960317483438954
30;11;0.5960317483438954
30;12;0.5820457343578813
30;13;0.5960317483438954
30;14;0.5960317483438954
30;15;0.35698641968121375
30;16;0.42207125295669146
30;17;0.5960317483438954
30;18;0.5960317483438954
30;19;0.5960317483438954
30;20;0.5960317483438954
30;21;0.5960317483438954
30;22;0.5960317483438954
30;23;0.5884559907681378
30;24;0.5960317483438954
30;25;0.5960317483438954
31;1;0.25293343480382124
31;2;0.257695339565726
31;3;0.257695339565726
31;4;0.2631898450602315
31;5;0.2631898450602315
31;6;0.5884559907681378
31;7;0.5960317483438954
31;8;0.42207125295669146
31;9;0.5960317483438954
31;10;0.5960317483438954
31;11;0.5884559907681378
31;12;0.5960317483438954
31;13;0.42207125295669146
31;14;0.3025895259438247
31;15;0.5960317483438954
31;16;0.5960317483438954
31;17;0.5960317483438954
31;18;0.3645621772569714
31;19;0.5960317483438954
31;20;0.5960317483438954
31;21;0.5820457343578813
31;22;0.5960317483438954
31;23;0.4311621620476006
31;24;0.5960317483438954
31;25;0.5960317483438954
32;1;0.25293343480382124
32;2;0.257695339565726
32;3;0.257695339565726
32;4;0.2631898450602315
32;5;0.2631898450602315
32;6;0.4144954953809339
32;7;0.5960317483438954
32;8;0.5960317483438954
32;9;0.5960317483438954
32;10;0.3206349102799527
32;11;0.4311621620476006
32;12;0.5960317483438954
32;13;0.5820457343578813
32;14;0.30397433415425684
32;15;0.4144954953809339
32;16;0.5960317483438954
32;17;0.5960317483438954
32;18;0.35057616327095736
32;19;0.35698641968121375
32;20;0.5960317483438954
32;21;0.42207125295669146
32;22;0.35698641968121375
32;23;0.5960317483438954
32;24;0.5960317483438954
32;25;0.4311621620476006
33;1;0.25293343480382124
33;2;0.257695339565726
33;3;0.257695339565726
33;4;0.2631898450602315
33;5;0.2631898450602315
33;6;0.4311621620476006
33;7;0.5960317483438954
33;8;0.5820457343578813
33;9;0.42207125295669146
33;10;0.5960317483438954
33;11;0.4311621620476006
33;12;0.4311621620476006
33;13;0.5960317483438954
33;14;0.42207125295669146
33;15;0.3645621772569714
33;16;0.5960317483438954
33;17;0.35698641968121375
33;18;0.5960317483438954
33;19;0.5960317483438954
33;20;0.3645621772569714
33;21;0.5960317483438954
33;22;0.5960317483438954
33;23;0.5960317483438954
33;24;0.5960317483438954
33;25;0.5960317483438954
34;1;0.25293343480382124
34;2;0.257695339565726
34;3;0.257695339565726
34;4;0.2631898450602315
34;5;0.2631898450602315
34;6;0.5960317483438954
34;7;0.4311621620476006
34;8;0.5960317483438954
34;9;0.5960317483438954
34;10;0.5960317483438954
34;11;0.5820457343578813
34;12;0.5960317483438954
34;13;0.5960317483438954
34;14;0.29756407774400045
34;15;0.5960317483438954
34;16;0.5960317483438954
34;17;0.5960317483438954
34;18;0.5960317483438954
34;19;0.5960317483438954
34;20;0.5960317483438954
34;21;0.5960317483438954
34;22;0.5960317483438954
34;23;0.35698641968121375
34;24;0.5960317483438954
34;25;0.5960317483438954
35;1;0.25293343480382124
35;2;0.257695339565726
35;3;0.257695339565726
35;4;0.2631898450602315
35;5;0.2631898450602315
35;6;0.4311621620476006
35;7;0.5960317483438954
35;8;0.5960317483438954
35;9;0.5960317483438954
35;10;0.5960317483438954
35;11;0.4311621620476006
35;12;0.5960317483438954
35;13;0.4311621620476006
35;14;0.5960317483438954
35;15;0.3206349102799527
35;16;0.5960317483438954
35;17;0.5960317483438954
35;18;0.35057616327095736
35;19;0.5960317483438954
35;20;0.5960317483438954
35;21;0.35057616327095736
35;22;0.4311621620476006
35;23;0.5960317483438954
35;24;0.5960317483438954
35;25;0.35698641968121375
36;1;0.25293343480382124
36;2;0.257695339565726
36;3;0.257695339565726
36;4;0.2631898450602315
36;5;0.2631898450602315
36;6;0.4311621620476006
36;7;0.3206349102799527
36;8;0.5960317483438954
36;9;0.5960317483438954
36;10;0.5960317483438954
36;11;0.4080852389706775
36;12;0.5960317483438954
36;13;0.5960317483438954
36;14;0.5960317483438954
36;15;0.35698641968121375
36;16;0.2920695722494949
36;17;0.5960317483438954
36;18;0.5960317483438954
36;19;0.5960317483438954
36;20;0.35057616327095736
36;21;0.35698641968121375
36;22;0.5884559907681378
36;23;0.5960317483438954
36;24;0.5960317483438954
36;25;0.35057616327095736
37;1;0.25293343480382124
37;2;0.257695339565726
37;3;0.257695339565726
37;4;0.2631898450602315
37;5;0.2631898450602315
37;6;0.5960317483438954
37;7;0.5884559907681378
37;8;0.5960317483438954
37;9;0.5960317483438954
37;10;0.5960317483438954
37;11;0.5960317483438954
37;12;0.5960317483438954
37;13;0.3645621772569714
37;14;0.5960317483438954
37;15;0.5960317483438954
37;16;0.5960317483438954
37;17;0.5960317483438954
37;18;0.5960317483438954
37;19;0.5960317483438954
37;20;0.5960317483438954
37;21;0.5960317483438954
37;22;0.5960317483438954
37;23;0.5960317483438954
37;24;0.5960317483438954
37;25;0.5960317483438954
38;1;0.25293343480382124
38;2;0.257695339565726
38;3;0.257695339565726
38;4;0.2631898450602315
38;5;0.2631898450602315
38;6;0.5960317483438954
38;7;0.5960317483438954
38;8;0.5960317483438954
38;9;0.5960317483438954
38;10;0.3206349102799527
38;11;0.5960317483438954
38;12;0.5960317483438954
38;13;0.5960317483438954
38;14;0.5960317483438954
38;15;0.5960317483438954
38;16;0.5960317483438954
38;17;0.5960317483438954
38;18;0.5960317483438954
38;19;0.5960317483438954
38;20;0.5960317483438954
38;21;0.5960317483438954
38;22;0.5960317483438954
38;23;0.5960317483438954
38;24;0.31422465386969634
38;25;0.5960317483438954
39;1;0.25293343480382124
39;2;0.257695339565726
39;3;0.257695339565726
39;4;0.2631898450602315
39;5;0.2631898450602315
39;6;0.5960317483438954
39;7;0.5960317483438954
39;8;0.5960317483438954
39;9;0.5960317483438954
39;10;0.42207125295669146
39;11;0.5960317483438954
39;12;0.5960317483438954
39;13;0.5960317483438954
39;14;0.34508165777645183
39;15;0.5960317483438954
39;16;0.5960317483438954
39;17;0.5960317483438954
39;18;0.5960317483438954
39;19;0.5960317483438954
39;20;0.5960317483438954
39;21;0.5884559907681378
39;22;0.5960317483438954
39;23;0.5960317483438954
39;24;0.35698641968121375
39;25;0.5960317483438954
40;1;0.25293343480382124
40;2;0.257695339565726
40;3;0.257695339565726
40;4;0.2631898450602315
40;5;0.2631898450602315
40;6;0.5960317483438954
40;7;0.5960317483438954
40;8;0.5960317483438954
40;9;0.5960317483438954
40;10;0.5960317483438954
40;11;0.4311621620476006
40;12;0.5960317483438954
40;13;0.5960317483438954
40;14;0.35698641968121375
40;15;0.5960317483438954
40;16;0.5960317483438954
40;17;0.5960317483438954
40;18;0.5960317483438954
40;19;0.5960317483438954
40;20;0.5960317483438954
40;21;0.5960317483438954
40;22;0.42207125295669146
40;23;0.5960317483438954
40;24;0.5960317483438954
40;25;0.5960317483438954
41;1;0.25293343480382124
41;2;0.257695339565726
41;3;0.257695339565726
41;4;0.2631898450602315
41;5;0.2631898450602315
41;6;0.5820457343578813
41;7;0.5960317483438954
41;8;0.39137169873636696
41;9;0.5960317483438954
41;10;0.5960317483438954
41;11;0.4311621620476006
41;12;0.5960317483438954
41;13;0.5960317483438954
41;14;0.34508165777645183
41;15;0.5960317483438954
41;16;0.35057616327095736
41;17;0.5960317483438954
41;18;0.42207125295669146
41;19;0.5960317483438954
41;20;0.5960317483438954
41;21;0.5960317483438954
41;22;0.5960317483438954
41;23;0.29756407774400045
41;24;0.5960317483438954
41;25;0.5884559907681378
42;1;0.25293343480382124
42;2;0.257695339565726
42;3;0.257695339565726
42;4;0.2631898450602315
42;5;0.2631898450602315
42;6;0.5960317483438954
42;7;0.5960317483438954
42;8;0.5960317483438954
42;9;0.5960317483438954
42;10;0.5960317483438954
42;11;0.5960317483438954
42;12;0.5960317483438954
42;13;0.4311621620476006
42;14;0.3645621772569714
42;15;0.5960317483438954
42;16;0.5960317483438954
42;17;0.5960317483438954
42;18;0.5960317483438954
42;19;0.5884559907681378
42;20;0.5960317483438954
42;21;0.4311621620476006
42;22;0.35698641968121375
42;23;0.5960317483438954
42;24;0.5960317483438954
42;25;0.5960317483438954
43;1;0.25293343480382124
43;2;0.257695339565726
43;3;0.257695339565726
43;4;0.2631898450602315
43;5;0.2631898450602315
43;6;0.5960317483438954
43;7;0.5960317483438954
43;8;0.35698641968121375
43;9;0.5960317483438954
43;10;0.5960317483438954
43;11;0.5960317483438954
43;12;0.35057616327095736
43;13;0.5960317483438954
43;14;0.34508165777645183
43;15;0.5820457343578813
43;16;0.31155009173001447
43;17;0.35057616327095736
43;18;0.5960317483438954
43;19;0.5960317483438954
43;20;0.5960317483438954
43;21;0.5960317483438954
43;22;0.5960317483438954
43;23;0.30397433415425684
43;24;0.5960317483438954
43;25;0.5960317483438954
44;1;0.25293343480382124
44;2;0.257695339565726
44;3;0.257695339565726
44;4;0.2631898450602315
44;5;0.2631898450602315
44;6;0.5960317483438954
